run_id,condition_id,condition_name,model,model_label,temperature,timestamp,attempts,parse_success,AAPL,MSFT,GOOGL,JNJ,UNH,PFE,JPM,GS,XOM,CVX,PG,KO,CAT,HON,AMZN,NVDA,V,LLY,BA,MMM
claude_combined_015_20260427T232325518526,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:23:48.907699,1,True,2.959704,11.818818,9.849015,1.969803,1.969803,3.939606,8.869113,4.929507,2.459754,1.969803,2.959704,6.89931,1.969803,1.969803,6.89931,9.849015,5.909409,8.869113,1.969803,1.969803
claude_fundamental_027_20260427T232350914734,1,fundamental,claude-sonnet-4-6,claude,0.7,2026-04-27T23:24:04.064427,1,True,2.654509,15.927052,13.272543,1.77305,1.77305,5.309017,4.427558,4.427558,2.654509,1.77305,1.77305,1.77305,1.327254,1.327254,10.618034,17.700101,3.535968,6.190476,0.881459,0.881459
claude_combined_023_20260427T232406067999,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:24:18.400004,1,True,5.0,9.0,8.0,4.0,3.0,3.5,7.0,4.5,4.0,3.0,4.0,6.0,3.0,3.5,7.0,8.0,5.0,8.0,2.0,2.5
claude_fundamental_023_20260427T232420407144,1,fundamental,claude-sonnet-4-6,claude,0.7,2026-04-27T23:24:37.033823,1,True,3.9791,10.942524,11.937299,1.98955,1.98955,3.9791,4.973875,5.96865,2.984325,2.491961,2.491961,1.98955,1.497186,1.497186,8.952974,19.895498,4.973875,5.96865,0.502412,0.994775
claude_combined_017_20260427T232439040392,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:24:53.839395,1,True,3.851155,11.543463,9.622887,2.880864,1.920576,2.880864,7.692308,3.851155,2.880864,1.920576,2.880864,5.771732,1.920576,2.880864,6.73202,13.464039,4.811443,8.652596,1.440432,2.40072
claude_technical_029_20260427T232455847756,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:25:08.779575,1,True,3.881164,7.772332,2.910873,4.851455,1.940582,1.940582,11.653496,4.851455,2.910873,2.910873,3.881164,11.653496,1.940582,2.910873,1.940582,1.940582,5.83175,10.683205,8.742623,4.851455
claude_technical_023_20260427T232510787084,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:25:24.858156,1,True,3.0,7.0,3.0,5.0,2.0,2.0,12.0,5.0,3.0,3.0,4.0,12.0,2.0,3.0,3.0,2.0,6.0,10.0,8.0,5.0
claude_combined_001_20260427T232526863663,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:25:43.339248,1,True,4.190838,10.472094,9.421884,2.620524,2.090418,3.660732,8.381676,5.241048,3.140628,2.090418,3.660732,5.241048,2.090418,2.090418,8.381676,9.421884,6.281256,8.381676,1.05021,2.090418
claude_control_025_20260427T232545346208,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:25:48.175227,1,True,8.0,8.5,7.0,4.5,5.5,2.5,5.5,4.0,4.0,3.5,4.5,3.5,4.0,3.5,7.0,7.5,5.5,6.0,2.5,3.0
claude_technical_011_20260427T232550182084,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:26:05.613674,1,True,3.850407,7.690761,3.297477,5.489092,2.201669,2.201669,9.89243,4.946215,3.297477,3.297477,5.489092,9.89243,2.744546,3.297477,3.297477,2.744546,6.594953,8.786569,6.594953,4.393284
claude_combined_012_20260427T232607620325,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:26:27.831492,1,True,4.81,10.16,8.56,2.14,2.14,3.74,8.02,5.35,3.21,2.14,3.21,6.42,2.14,2.14,8.02,9.09,5.88,8.56,1.6,2.67
claude_technical_017_20260427T232629833697,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:26:43.910298,1,True,3.760072,7.530091,2.685765,5.381478,2.148612,2.148612,10.753009,5.381478,2.685765,3.760072,5.381478,9.678703,2.148612,2.685765,2.685765,2.148612,6.455784,9.678703,8.604397,4.297225
claude_technical_004_20260427T232645917380,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:02.899726,1,True,3.232323,6.565657,2.727273,5.454545,2.121212,2.121212,10.909091,4.343434,2.727273,3.232323,5.454545,10.909091,2.121212,2.727273,2.727273,3.232323,6.565657,9.89899,8.686869,4.242424
claude_control_029_20260427T232704905723,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:07.673524,1,True,7.729469,8.695652,7.246377,4.347826,5.31401,2.415459,5.797101,3.864734,3.864734,3.381643,4.347826,3.381643,3.864734,3.381643,7.246377,8.21256,5.797101,6.280193,2.415459,2.415459
claude_control_027_20260427T232709675985,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:12.483280,1,True,7.920792,8.910891,7.425743,4.455446,5.445545,2.475248,5.445545,3.960396,3.960396,3.465347,4.455446,3.465347,3.960396,3.465347,7.425743,8.415842,5.940594,5.940594,1.980198,1.485149
claude_combined_016_20260427T232714489974,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:17.601016,1,True,5.699482,8.80829,7.253886,3.626943,3.108808,2.590674,8.80829,5.181347,3.626943,2.590674,3.626943,5.699482,2.590674,2.590674,6.735751,7.772021,6.217617,8.290155,3.108808,2.072539
claude_combined_027_20260427T232719607422,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:35.214491,1,True,4.012036,11.334002,9.729188,2.407222,2.407222,3.209629,8.124373,4.012036,2.407222,2.006018,2.407222,6.519559,1.604814,1.604814,6.519559,14.643932,5.717151,8.92678,1.203611,1.203611
claude_control_004_20260427T232737218123,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:40.129580,1,True,7.960199,8.955224,7.462687,4.477612,5.472637,2.487562,5.472637,3.9801,3.9801,3.482587,4.477612,3.482587,3.9801,3.482587,6.965174,8.457711,5.970149,5.970149,1.99005,1.492537
claude_fundamental_024_20260427T232742138204,1,fundamental,claude-sonnet-4-6,claude,0.7,2026-04-27T23:27:54.465843,1,True,5.970149,12.935323,11.940299,1.492537,1.492537,2.985075,4.975124,3.9801,2.487562,1.492537,2.487562,1.99005,1.492537,1.492537,9.950249,19.900498,3.9801,6.965174,0.995025,0.995025
claude_technical_015_20260427T232756473739,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:28:11.258908,1,True,4.328779,6.487952,3.786377,4.860749,3.243976,3.243976,8.647126,4.860749,3.243976,3.786377,4.860749,8.647126,3.243976,3.243976,3.786377,4.328779,5.945551,7.562324,6.487952,5.40315
claude_control_011_20260427T232813265320,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:28:15.968087,1,True,8.040201,8.542714,7.035176,4.522613,5.527638,2.512563,5.527638,4.020101,4.020101,3.517588,4.522613,3.517588,4.020101,3.517588,7.035176,7.537688,5.527638,6.532663,2.512563,2.01005
claude_technical_009_20260427T232817974067,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:28:31.534450,1,True,4.120189,7.215355,3.607678,5.155261,3.095166,3.095166,9.27545,4.642749,3.607678,3.607678,4.642749,9.27545,3.095166,3.607678,3.607678,3.095166,5.667772,8.762938,6.702844,4.120189
claude_combined_021_20260427T232833540460,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:28:48.226672,1,True,4.998425,8.999265,7.004095,3.496797,3.496797,3.003255,8.00168,4.998425,4.00084,3.003255,4.00084,5.99601,3.003255,4.00084,5.99601,8.00168,4.998425,8.00168,2.499212,2.499212
claude_technical_026_20260427T232850233660,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:03.078394,1,True,3.0,8.0,3.0,5.0,2.0,2.0,10.0,6.0,3.0,4.0,5.0,10.0,2.0,3.0,3.0,1.0,7.0,9.0,9.0,5.0
claude_control_013_20260427T232905082433,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:08.602522,1,True,8.0,9.0,7.5,4.5,5.0,2.5,5.5,4.0,4.0,3.5,4.0,3.5,4.0,3.5,7.0,8.5,5.5,6.0,2.5,2.0
claude_combined_026_20260427T232910605369,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:24.044169,1,True,5.0,9.0,8.0,4.0,3.0,3.5,8.0,5.0,4.0,3.0,4.0,6.0,3.0,3.0,6.0,7.0,6.0,8.0,2.0,2.5
claude_control_017_20260427T232926050323,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:28.649990,1,True,7.729469,8.695652,7.246377,4.347826,5.31401,2.415459,5.797101,3.864734,3.864734,3.381643,4.347826,3.381643,3.864734,3.381643,7.246377,8.21256,5.797101,6.280193,2.415459,2.415459
claude_control_028_20260427T232930656800,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:33.559620,1,True,8.040201,8.542714,7.035176,4.522613,5.527638,2.512563,5.527638,4.020101,4.020101,3.517588,4.522613,3.517588,4.020101,3.517588,7.035176,7.537688,5.527638,6.030151,2.512563,2.512563
claude_fundamental_001_20260427T232935566201,1,fundamental,claude-sonnet-4-6,claude,0.7,2026-04-27T23:29:53.662688,1,True,3.9787,10.941425,11.9361,1.497036,1.497036,4.973375,4.973375,4.973375,2.491711,1.98935,2.491711,1.98935,1.497036,1.98935,8.952075,19.893499,3.9787,6.962725,1.497036,1.497036
claude_fundamental_005_20260427T232955670147,1,fundamental,claude-sonnet-4-6,claude,0.7,2026-04-27T23:30:09.692945,1,True,4.548635,11.816455,12.726182,1.819454,1.819454,4.548635,5.448365,4.548635,2.729181,1.819454,1.819454,1.819454,1.819454,1.819454,9.087274,18.174548,4.548635,6.358093,0.909727,1.819454
claude_combined_004_20260427T233011698939,3,combined,claude-sonnet-4-6,claude,0.7,2026-04-27T23:30:28.273955,1,True,4.168739,10.406925,9.372202,2.606706,2.079395,4.168739,8.337479,5.213412,2.606706,2.079395,2.606706,5.213412,2.079395,2.079395,9.372202,10.416874,5.213412,9.372202,1.044672,1.562034
claude_control_003_20260427T233030280578,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:30:33.495108,1,True,8.0,8.5,7.0,4.5,5.5,2.5,5.5,4.0,4.0,3.5,4.5,3.5,4.0,3.5,7.0,7.5,5.5,6.0,2.5,3.0
claude_control_014_20260427T233035497780,0,control,claude-sonnet-4-6,claude,0.7,2026-04-27T23:30:38.516736,1,True,8.040201,8.542714,7.035176,4.522613,5.527638,2.512563,5.527638,4.020101,4.020101,3.517588,4.522613,3.517588,4.020101,3.517588,7.035176,7.537688,5.527638,6.030151,2.512563,2.512563
claude_technical_021_20260427T233040523552,2,technical,claude-sonnet-4-6,claude,0.7,2026-04-27T23:30:54.898704,1,True,4.23489,7.40853,3.173641,5.296139,2.112391,2.112391,9.520922,4.760461,2.64807,3.699212,5.296139,10.0566,2.64807,2.64807,3.173641,3.173641,6.347281,8.995351,7.934101,4.760461
openai_fundamental_022_20260427T233054900857,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:30:59.328460,1,True,6.651376,7.454128,8.944954,4.013761,4.013761,3.440367,6.307339,3.440367,5.16055,3.440367,4.587156,3.440367,3.440367,2.866972,8.027523,9.174312,6.307339,5.16055,1.146789,2.981651
openai_combined_024_20260427T233101335247,3,combined,gpt-4o,openai,0.7,2026-04-27T23:31:03.604526,1,True,6.315789,6.842105,5.789474,4.210526,3.684211,4.210526,6.842105,4.736842,4.210526,3.684211,4.736842,5.263158,3.684211,3.157895,6.842105,7.368421,5.789474,5.263158,4.736842,2.631579
openai_control_009_20260427T233105609041,0,control,gpt-4o,openai,0.7,2026-04-27T23:31:10.058390,1,True,8.333333,8.333333,7.291667,5.208333,4.6875,3.645833,4.166667,3.645833,4.166667,4.166667,4.6875,4.166667,3.645833,3.645833,7.291667,7.8125,4.6875,4.6875,3.125,2.604167
openai_fundamental_014_20260427T233112063373,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:31:25.032107,2,True,5.555556,7.222222,6.666667,3.888889,3.333333,4.444444,6.666667,5.555556,4.444444,3.333333,5.0,3.333333,3.888889,3.333333,8.333333,9.444444,6.111111,5.0,2.777778,1.666667
openai_technical_006_20260427T233127038720,2,technical,gpt-4o,openai,0.7,2026-04-27T23:31:29.378058,1,True,3.846154,7.692308,3.846154,4.395604,3.846154,3.846154,8.241758,4.945055,3.846154,3.846154,4.395604,8.241758,3.846154,3.846154,3.846154,3.846154,5.494505,7.142857,6.593407,4.395604
openai_technical_011_20260427T233131384586,2,technical,gpt-4o,openai,0.7,2026-04-27T23:31:34.327907,1,True,4.494382,6.741573,3.932584,5.05618,2.808989,3.370787,8.426966,5.05618,3.370787,3.370787,5.05618,7.865169,3.370787,3.370787,3.932584,4.494382,7.303371,7.303371,6.741573,3.932584
openai_fundamental_020_20260427T233136334872,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:31:39.965754,1,True,6.358382,7.514451,8.092486,4.046243,4.046243,4.624277,5.780347,4.624277,4.046243,3.468208,4.046243,3.468208,2.890173,2.890173,8.67052,9.248555,6.358382,5.202312,2.312139,2.312139
openai_technical_026_20260427T233141972379,2,technical,gpt-4o,openai,0.7,2026-04-27T23:31:44.771450,1,True,3.970742,6.478579,3.970742,4.493208,3.970742,3.970742,7.836991,4.493208,3.970742,3.970742,4.493208,7.836991,3.970742,3.970742,3.970742,3.970742,4.493208,7.836991,7.836991,4.493208
openai_technical_001_20260427T233146775326,2,technical,gpt-4o,openai,0.7,2026-04-27T23:31:57.130959,3,True,4.724409,7.311586,4.611924,4.499438,3.374578,3.374578,7.649044,4.499438,3.937008,3.937008,4.499438,6.186727,3.937008,3.374578,4.724409,4.499438,5.624297,6.186727,7.311586,5.736783
openai_technical_028_20260427T233159137960,2,technical,gpt-4o,openai,0.7,2026-04-27T23:32:06.270988,2,True,4.0,8.0,4.0,4.571429,3.428571,3.428571,8.0,4.0,4.0,4.0,4.571429,8.0,3.428571,4.0,4.0,4.0,5.714286,6.857143,8.0,4.0
openai_combined_025_20260427T233208277164,3,combined,gpt-4o,openai,0.7,2026-04-27T23:32:11.152722,1,True,6.292135,7.640449,5.842697,3.820225,3.146067,3.370787,6.179775,4.719101,3.595506,2.808989,4.044944,4.494382,3.146067,3.370787,7.191011,8.988764,5.393258,6.741573,5.05618,4.157303
openai_fundamental_009_20260427T233213158378,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:32:16.717766,1,True,5.747126,7.471264,8.62069,4.022989,3.448276,4.022989,5.747126,5.172414,4.022989,3.448276,4.597701,3.448276,4.022989,3.448276,8.045977,9.195402,6.321839,4.597701,1.724138,2.873563
openai_control_029_20260427T233218724353,0,control,gpt-4o,openai,0.7,2026-04-27T23:32:21.190246,1,True,8.080808,8.080808,7.575758,5.050505,5.050505,3.030303,5.050505,3.535354,5.050505,4.545455,4.545455,3.535354,3.535354,3.535354,8.080808,8.080808,5.050505,4.040404,2.525253,2.020202
openai_combined_008_20260427T233223195865,3,combined,gpt-4o,openai,0.7,2026-04-27T23:32:30.133567,2,True,5.555556,7.777778,6.111111,3.333333,2.777778,3.333333,6.666667,4.444444,3.333333,2.777778,4.444444,5.0,3.888889,3.888889,7.222222,8.888889,6.111111,6.111111,5.0,3.333333
openai_combined_026_20260427T233232140265,3,combined,gpt-4o,openai,0.7,2026-04-27T23:32:34.742185,1,True,6.145251,7.26257,6.145251,5.027933,4.469274,3.910615,6.145251,5.027933,3.910615,3.351955,4.469274,5.027933,3.351955,3.910615,6.703911,6.703911,5.586592,5.586592,4.469274,2.793296
openai_control_024_20260427T233236748871,0,control,gpt-4o,openai,0.7,2026-04-27T23:32:39.902191,1,True,8.333333,8.333333,7.8125,5.208333,5.208333,3.125,4.6875,3.645833,4.166667,3.645833,4.166667,3.125,3.125,3.125,8.333333,8.333333,5.208333,5.208333,3.125,2.083333
openai_technical_019_20260427T233241904599,2,technical,gpt-4o,openai,0.7,2026-04-27T23:32:44.466451,1,True,5.0,7.222222,4.444444,4.444444,2.777778,2.777778,8.333333,5.555556,3.333333,3.888889,4.444444,7.777778,3.333333,3.333333,4.444444,4.444444,6.111111,7.222222,7.777778,3.333333
openai_technical_025_20260427T233246473074,2,technical,gpt-4o,openai,0.7,2026-04-27T23:32:49.178383,1,True,7.253886,7.772021,5.181347,4.145078,2.072539,2.590674,8.80829,4.145078,3.108808,3.626943,3.626943,8.290155,2.590674,2.590674,4.663212,5.699482,6.735751,7.253886,7.253886,2.590674
openai_control_021_20260427T233251183729,0,control,gpt-4o,openai,0.7,2026-04-27T23:32:53.357110,1,True,8.333333,8.333333,7.291667,5.208333,5.208333,4.166667,4.166667,3.125,4.166667,4.166667,3.645833,3.645833,3.645833,3.645833,7.291667,8.333333,5.208333,5.208333,3.125,2.083333
openai_fundamental_010_20260427T233255362853,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:32:58.966356,1,True,6.914894,7.978723,8.510638,4.255319,3.723404,5.319149,6.382979,4.787234,3.723404,3.191489,4.255319,3.723404,3.191489,3.191489,9.042553,9.574468,5.851064,3.191489,1.595745,1.595745
openai_combined_029_20260427T233300972641,3,combined,gpt-4o,openai,0.7,2026-04-27T23:33:03.262168,1,True,7.0,8.0,6.0,4.0,3.0,2.5,6.5,4.0,3.5,3.0,4.5,5.0,2.5,2.5,8.0,10.0,5.5,7.5,4.0,3.0
openai_control_018_20260427T233305267346,0,control,gpt-4o,openai,0.7,2026-04-27T23:33:07.406270,1,True,8.465608,8.465608,7.936508,5.291005,5.291005,3.174603,4.761905,3.703704,4.232804,3.703704,4.232804,3.174603,3.174603,3.174603,7.936508,8.465608,5.291005,3.703704,3.174603,2.645503
openai_combined_001_20260427T233309413094,3,combined,gpt-4o,openai,0.7,2026-04-27T23:33:13.099654,1,True,5.747126,8.045977,6.896552,4.022989,3.448276,2.298851,7.471264,4.597701,3.448276,2.873563,4.022989,4.597701,2.873563,3.448276,7.471264,9.195402,6.321839,5.172414,5.172414,2.873563
openai_fundamental_015_20260427T233315103216,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:33:17.946617,1,True,5.977011,6.896552,6.321839,3.678161,3.908046,4.597701,6.666667,4.827586,4.252874,3.908046,4.597701,4.367816,4.022989,4.022989,7.471264,8.045977,6.321839,4.022989,2.873563,3.218391
openai_combined_028_20260427T233319947484,3,combined,gpt-4o,openai,0.7,2026-04-27T23:33:26.640777,2,True,5.851064,6.382979,5.319149,4.255319,3.723404,3.723404,5.851064,4.255319,4.255319,3.723404,4.787234,4.787234,3.723404,3.723404,6.914894,8.510638,5.319149,6.914894,4.255319,3.723404
openai_control_026_20260427T233328643850,0,control,gpt-4o,openai,0.7,2026-04-27T23:33:30.936988,1,True,8.333333,8.333333,7.291667,5.208333,5.208333,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,3.125,3.125,3.125,7.291667,7.291667,5.208333,5.208333,3.125,3.125
openai_control_007_20260427T233332943070,0,control,gpt-4o,openai,0.7,2026-04-27T23:33:35.339674,1,True,8.247423,8.247423,7.731959,5.154639,5.154639,3.608247,5.670103,4.123711,4.123711,4.123711,4.123711,3.608247,3.608247,3.608247,7.216495,5.670103,5.154639,4.639175,3.608247,2.57732
openai_fundamental_027_20260427T233337345357,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:33:49.571796,3,True,5.555556,7.575758,7.070707,4.040404,4.040404,5.050505,6.060606,5.050505,5.050505,4.040404,4.545455,3.535354,3.535354,4.040404,7.575758,8.080808,6.060606,5.050505,1.515152,2.525253
openai_technical_015_20260427T233351578112,2,technical,gpt-4o,openai,0.7,2026-04-27T23:33:59.500207,2,True,4.945055,7.142857,4.395604,4.395604,3.296703,3.296703,7.692308,4.945055,3.846154,3.846154,4.395604,7.142857,3.846154,3.846154,4.395604,4.395604,6.043956,7.142857,7.142857,3.846154
openai_combined_007_20260427T233401506525,3,combined,gpt-4o,openai,0.7,2026-04-27T23:34:04.209543,1,True,5.681818,7.386364,5.113636,3.409091,2.840909,3.977273,6.818182,4.545455,4.545455,3.977273,4.545455,5.681818,2.840909,3.409091,6.818182,9.090909,6.25,7.386364,3.409091,2.272727
openai_technical_000_20260427T233406216265,2,technical,gpt-4o,openai,0.7,2026-04-27T23:34:14.753732,2,True,4.41989,7.18232,4.41989,4.41989,3.314917,3.314917,7.734807,4.972376,3.867403,3.867403,4.41989,8.287293,3.314917,3.314917,4.41989,3.867403,7.18232,6.629834,7.734807,3.314917
openai_control_028_20260427T233416760564,0,control,gpt-4o,openai,0.7,2026-04-27T23:34:19.859260,1,True,7.76699,7.76699,7.281553,4.854369,4.854369,3.883495,4.854369,3.883495,4.368932,4.368932,4.368932,3.883495,4.368932,3.883495,7.281553,7.281553,4.854369,4.368932,3.398058,2.427184
openai_control_023_20260427T233421865971,0,control,gpt-4o,openai,0.7,2026-04-27T23:34:24.380846,1,True,8.823529,8.333333,7.843137,4.901961,4.901961,3.921569,5.392157,3.431373,5.392157,4.411765,3.921569,3.431373,3.431373,2.941176,6.862745,7.352941,4.901961,4.411765,2.45098,2.941176
openai_technical_014_20260427T233426387274,2,technical,gpt-4o,openai,0.7,2026-04-27T23:34:40.865291,3,True,4.022989,7.471264,3.448276,4.597701,2.298851,2.873563,9.195402,4.597701,3.448276,3.448276,5.172414,9.195402,2.873563,3.448276,3.448276,4.022989,5.747126,7.471264,9.195402,4.022989
openai_combined_010_20260427T233442877012,3,combined,gpt-4o,openai,0.7,2026-04-27T23:34:44.759248,1,True,6.598985,7.106599,6.091371,4.060914,3.553299,4.060914,6.598985,4.568528,4.060914,3.553299,4.568528,5.583756,3.553299,3.553299,6.598985,7.614213,6.091371,5.076142,4.568528,2.538071
openai_control_012_20260427T233446771134,0,control,gpt-4o,openai,0.7,2026-04-27T23:34:48.541229,1,True,7.329843,7.329843,6.282723,5.235602,5.235602,4.188482,4.188482,3.664921,4.712042,4.188482,4.712042,4.188482,3.664921,3.664921,6.806283,7.329843,5.759162,5.759162,3.141361,2.617801
openai_combined_013_20260427T233450551878,3,combined,gpt-4o,openai,0.7,2026-04-27T23:34:57.649893,2,True,6.304348,6.73913,6.086957,3.913043,3.695652,3.26087,6.413043,4.891304,4.347826,3.804348,4.565217,5.434783,3.478261,3.586957,6.521739,8.478261,5.652174,5.217391,5.0,2.608696
openai_technical_017_20260427T233459653141,2,technical,gpt-4o,openai,0.7,2026-04-27T23:35:02.369781,1,True,4.787234,6.382979,4.787234,4.255319,3.723404,3.723404,8.510638,4.255319,3.723404,3.723404,4.255319,7.446809,3.723404,3.723404,4.787234,4.787234,5.851064,7.446809,6.382979,3.723404
openai_control_027_20260427T233504381299,0,control,gpt-4o,openai,0.7,2026-04-27T23:35:06.576409,1,True,8.421053,8.421053,8.421053,5.263158,5.263158,3.157895,4.210526,3.157895,4.210526,4.210526,3.684211,3.157895,3.684211,3.157895,8.421053,8.421053,4.210526,5.263158,3.157895,2.105263
openai_combined_018_20260427T233508588151,3,combined,gpt-4o,openai,0.7,2026-04-27T23:35:11.484117,1,True,6.878307,7.407407,6.349206,4.232804,3.703704,3.174603,6.349206,4.761905,4.232804,3.703704,4.232804,5.291005,3.703704,3.703704,6.878307,7.936508,5.820106,5.820106,3.174603,2.645503
openai_technical_021_20260427T233513495728,2,technical,gpt-4o,openai,0.7,2026-04-27T23:35:26.700567,3,False,,,,,,,,,,,,,,,,,,,,
openai_control_016_20260427T233528711049,0,control,gpt-4o,openai,0.7,2026-04-27T23:35:31.133193,1,True,7.920792,7.920792,6.930693,4.950495,4.950495,3.960396,4.950495,3.960396,4.950495,3.960396,4.950495,3.960396,3.960396,2.970297,6.930693,7.920792,4.950495,4.950495,2.970297,1.980198
openai_control_010_20260427T233533144614,0,control,gpt-4o,openai,0.7,2026-04-27T23:35:35.754396,1,True,9.708738,9.223301,8.252427,4.368932,4.368932,2.912621,4.854369,2.912621,4.854369,4.368932,3.883495,3.398058,2.912621,2.912621,8.737864,8.737864,4.854369,3.883495,2.427184,2.427184
openai_fundamental_005_20260427T233537759698,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:35:40.395892,1,True,6.321839,8.62069,7.471264,4.022989,4.022989,5.172414,6.896552,5.747126,3.448276,2.873563,4.022989,3.448276,2.873563,2.873563,8.045977,9.195402,6.321839,4.597701,1.724138,2.298851
openai_fundamental_000_20260427T233542407224,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:35:45.204732,1,True,6.432749,9.356725,8.77193,3.508772,4.093567,4.678363,7.017544,5.263158,3.508772,2.923977,4.093567,3.508772,2.923977,2.923977,7.602339,9.356725,5.263158,5.847953,0.584795,2.339181
openai_fundamental_012_20260427T233547209950,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:35:49.985324,1,True,7.254902,8.039216,7.647059,3.431373,3.529412,3.823529,5.882353,4.705882,3.823529,3.235294,3.627451,3.431373,3.235294,2.941176,9.019608,9.803922,5.392157,6.862745,1.764706,2.54902
openai_technical_012_20260427T233551994767,2,technical,gpt-4o,openai,0.7,2026-04-27T23:35:54.170704,1,True,4.41989,8.287293,4.41989,3.867403,3.314917,3.314917,9.392265,3.867403,3.867403,3.314917,3.867403,9.392265,3.314917,3.314917,4.41989,4.41989,4.972376,7.18232,7.734807,3.314917
openai_combined_014_20260427T233556181624,3,combined,gpt-4o,openai,0.7,2026-04-27T23:35:58.587579,1,True,6.632653,7.142857,5.612245,4.081633,3.571429,4.591837,6.632653,4.591837,4.081633,3.571429,4.081633,4.591837,3.061224,3.061224,6.122449,8.163265,5.612245,7.653061,4.591837,2.55102
openai_combined_000_20260427T233600599144,3,combined,gpt-4o,openai,0.7,2026-04-27T23:36:03.709332,1,True,6.214689,6.779661,5.649718,3.954802,3.389831,3.389831,6.214689,4.519774,3.954802,3.389831,4.519774,5.084746,3.954802,3.954802,7.344633,8.474576,5.649718,5.084746,5.084746,3.389831
openai_combined_012_20260427T233605715518,3,combined,gpt-4o,openai,0.7,2026-04-27T23:36:08.927425,1,True,5.851064,7.446809,6.382979,3.723404,3.191489,3.191489,6.382979,4.787234,4.255319,3.723404,4.255319,4.787234,3.191489,3.723404,6.914894,8.510638,5.851064,5.851064,4.787234,3.191489
openai_control_004_20260427T233610938250,0,control,gpt-4o,openai,0.7,2026-04-27T23:36:13.432632,1,True,8.333333,8.333333,7.843137,5.392157,5.392157,3.431373,4.411765,3.431373,3.921569,3.921569,4.411765,3.921569,2.941176,3.431373,7.843137,7.843137,5.392157,5.392157,2.45098,1.960784
openai_fundamental_001_20260427T233615443414,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:36:17.499126,1,True,5.978261,6.521739,7.065217,4.347826,4.347826,5.434783,5.978261,4.891304,4.891304,3.804348,4.347826,4.347826,3.804348,3.804348,6.521739,8.152174,6.521739,3.26087,2.717391,3.26087
openai_combined_027_20260427T233619510070,3,combined,gpt-4o,openai,0.7,2026-04-27T23:36:21.735170,1,True,6.153846,7.179487,5.641026,4.102564,3.589744,4.615385,6.153846,4.102564,4.102564,3.589744,4.102564,5.128205,3.076923,3.076923,6.666667,8.717949,5.641026,5.128205,5.128205,4.102564
openai_combined_016_20260427T233623746864,3,combined,gpt-4o,openai,0.7,2026-04-27T23:36:25.824483,1,True,6.842105,7.368421,5.789474,4.210526,3.684211,3.157895,6.842105,4.736842,4.210526,3.684211,4.210526,5.263158,3.157895,3.157895,6.842105,7.894737,5.263158,6.315789,4.736842,2.631579
openai_control_005_20260427T233627835731,0,control,gpt-4o,openai,0.7,2026-04-27T23:36:30.432911,1,True,9.278351,9.278351,8.247423,5.154639,5.154639,4.123711,4.123711,3.092784,4.123711,4.123711,4.123711,3.092784,3.092784,3.092784,8.247423,8.247423,4.123711,4.123711,3.092784,2.061856
